number,title,login
210,"HDDS-2525. Sonar : replace lambda with method reference in SCM BufferPool","nandakumar131"
211,"HDDS-2526. Sonar : use format specifiers in Log inside HddsConfServlet","supratimdeka"
211,"HDDS-2526. Sonar : use format specifiers in Log inside HddsConfServlet","nandakumar131"
212,"HDDS-2533. Disable failing acceptance and unit tests","elek"
212,"HDDS-2533. Disable failing acceptance and unit tests","adoroszlai"
213,"HDDS-2348.Remove log4j properties for package org.apache.hadoop.ozone","chimney-lee"
214,"HDDS-2534. scmcli container delete not working","chimney-lee"
214,"HDDS-2534. scmcli container delete not working","elek"
214,"HDDS-2534. scmcli container delete not working","xiaoyuyao"
214,"HDDS-2534. scmcli container delete not working","adoroszlai"
215,"Integrate sonar CI run with Github Actions","vivekratnavel"
216,"HDDS-2535. TestOzoneManagerDoubleBufferWithOMResponse is flaky.","bharatviswa504"
216,"HDDS-2535. TestOzoneManagerDoubleBufferWithOMResponse is flaky.","dineshchitlangia"
217,"HDDS-2490. Fixing sonarcloud errors.","prashantpogde"
217,"HDDS-2490. Fixing sonarcloud errors.","adoroszlai"
217,"HDDS-2490. Fixing sonarcloud errors.","dineshchitlangia"
218,"HDDS-2536. Add ozone.om.internal.service.id to OM HA configuration.","bharatviswa504"
218,"HDDS-2536. Add ozone.om.internal.service.id to OM HA configuration.","anuengineer"
218,"HDDS-2536. Add ozone.om.internal.service.id to OM HA configuration.","dineshchitlangia"
218,"HDDS-2536. Add ozone.om.internal.service.id to OM HA configuration.","elek"
219,"HDDS-2527. Sonar : remove redundant temporary assignment in HddsVersionProvider","shwetayakkali"
219,"HDDS-2527. Sonar : remove redundant temporary assignment in HddsVersionProvider","dineshchitlangia"
21,"HDDS-2302. Manage common pom versions in one common place","elek"
21,"HDDS-2302. Manage common pom versions in one common place","anuengineer"
21,"HDDS-2302. Manage common pom versions in one common place","adoroszlai"
220,"HDDS-2486. Sonar: Avoid empty test methods","dineshchitlangia"
220,"HDDS-2486. Sonar: Avoid empty test methods","bharatviswa504"
221,"HDDS-2538. Fix issues found in DatabaseHelper.","swagle"
221,"HDDS-2538. Fix issues found in DatabaseHelper.","adoroszlai"
221,"HDDS-2538. Fix issues found in DatabaseHelper.","dineshchitlangia"
222,"HDDS-2540. Fix accepetance test failure introduced by wait_for_safemo…","ChenSammi"
222,"HDDS-2540. Fix accepetance test failure introduced by wait_for_safemo…","elek"
222,"HDDS-2540. Fix accepetance test failure introduced by wait_for_safemo…","adoroszlai"
223,"HDDS-2541. CI builds should use merged code state instead of the forked branch","elek"
224,"HDDS-2543. Refactored for log format.","abhishekaypurohit"
224,"HDDS-2543. Refactored for log format.","anuengineer"
225,"HDDS-2544. Refactored for unnecessary toString","abhishekaypurohit"
225,"HDDS-2544. Refactored for unnecessary toString","anuengineer"
226,"HDDS-2545. Remove empty statement","abhishekaypurohit"
226,"HDDS-2545. Remove empty statement","dineshchitlangia"
226,"HDDS-2545. Remove empty statement","bharatviswa504"
227,"HDDS-2546. Reorder the modifiers to comply","abhishekaypurohit"
227,"HDDS-2546. Reorder the modifiers to comply","anuengineer"
228,"HDDS-2548. Refactored return type as interface rather then impl.","abhishekaypurohit"
228,"HDDS-2548. Refactored return type as interface rather then impl.","anuengineer"
229,"HDDS-2547. Sonar: remove volatile keyword from BlockOutputStream bloc…","mohammadjkhan"
229,"HDDS-2547. Sonar: remove volatile keyword from BlockOutputStream bloc…","anuengineer"
22,"HDDS-1868. Ozone pipelines should be marked as ready only after the leader election is complete. ","swagle"
22,"HDDS-1868. Ozone pipelines should be marked as ready only after the leader election is complete. ","bharatviswa504"
22,"HDDS-1868. Ozone pipelines should be marked as ready only after the leader election is complete. ","xiaoyuyao"
22,"HDDS-1868. Ozone pipelines should be marked as ready only after the leader election is complete. ","shwetayakkali"
22,"HDDS-1868. Ozone pipelines should be marked as ready only after the leader election is complete. ","elek"
22,"HDDS-1868. Ozone pipelines should be marked as ready only after the leader election is complete. ","nandakumar131"
230,"HDDS-2549. Invoke method(s) only conditionally","abhishekaypurohit"
230,"HDDS-2549. Invoke method(s) only conditionally","anuengineer"
230,"HDDS-2549. Invoke method(s) only conditionally","dineshchitlangia"
231,"HDDS-2550. Sonar: OzoneClient should be closed in GetAclKeyHandler","prashantpogde"
231,"HDDS-2550. Sonar: OzoneClient should be closed in GetAclKeyHandler","adoroszlai"
231,"HDDS-2550. Sonar: OzoneClient should be closed in GetAclKeyHandler","dineshchitlangia"
231,"HDDS-2550. Sonar: OzoneClient should be closed in GetAclKeyHandler","bharatviswa504"
232,"HDDS-2523. BufferPool.releaseBuffer may release a buffer different than the head of the list","adoroszlai"
232,"HDDS-2523. BufferPool.releaseBuffer may release a buffer different than the head of the list","dineshchitlangia"
233,"HDDS-1873. Add API to get last completed times for every Recon task.","shwetayakkali"
233,"HDDS-1873. Add API to get last completed times for every Recon task.","avijayanhwx"
233,"HDDS-1873. Add API to get last completed times for every Recon task.","anuengineer"
233,"HDDS-1873. Add API to get last completed times for every Recon task.","vivekratnavel"
233,"HDDS-1873. Add API to get last completed times for every Recon task.","swagle"
233,"HDDS-1873. Add API to get last completed times for every Recon task.","dineshchitlangia"
234,"HDDS-2531. Sonar : remove duplicate string literals in BlockOutputStream","shwetayakkali"
234,"HDDS-2531. Sonar : remove duplicate string literals in BlockOutputStream","arp7"
234,"HDDS-2531. Sonar : remove duplicate string literals in BlockOutputStream","swagle"
234,"HDDS-2531. Sonar : remove duplicate string literals in BlockOutputStream","elek"
234,"HDDS-2531. Sonar : remove duplicate string literals in BlockOutputStream","adoroszlai"
234,"HDDS-2531. Sonar : remove duplicate string literals in BlockOutputStream","xiaoyuyao"
234,"HDDS-2531. Sonar : remove duplicate string literals in BlockOutputStream","dineshchitlangia"
234,"HDDS-2531. Sonar : remove duplicate string literals in BlockOutputStream","bharatviswa504"
235,"HDDS-2580. Ensure resources are closed in Get/PutKeyHandler","adoroszlai"
235,"HDDS-2580. Ensure resources are closed in Get/PutKeyHandler","dineshchitlangia"
236,"HDDS-2284. XceiverClientMetrics should be initialised as part of XceiverClientManager constructor.","mukul1987"
236,"HDDS-2284. XceiverClientMetrics should be initialised as part of XceiverClientManager constructor.","anuengineer"
236,"HDDS-2284. XceiverClientMetrics should be initialised as part of XceiverClientManager constructor.","xiaoyuyao"
236,"HDDS-2284. XceiverClientMetrics should be initialised as part of XceiverClientManager constructor.","elek"
236,"HDDS-2284. XceiverClientMetrics should be initialised as part of XceiverClientManager constructor.","dineshchitlangia"
237,"HDDS-1572 Implement a Pipeline scrubber to clean up non-OPEN pipeline.","timmylicheng"
237,"HDDS-1572 Implement a Pipeline scrubber to clean up non-OPEN pipeline.","ChenSammi"
237,"HDDS-1572 Implement a Pipeline scrubber to clean up non-OPEN pipeline.","xiaoyuyao"
238,"HDDS-2588. Consolidate compose environments","adoroszlai"
238,"HDDS-2588. Consolidate compose environments","bharatviswa504"
238,"HDDS-2588. Consolidate compose environments","elek"
238,"HDDS-2588. Consolidate compose environments","anuengineer"
238,"HDDS-2588. Consolidate compose environments","avijayanhwx"
239,"HDDS-2596. Remove unused private method ""createPipeline""","abhishekaypurohit"
239,"HDDS-2596. Remove unused private method ""createPipeline""","dineshchitlangia"
239,"HDDS-2596. Remove unused private method ""createPipeline""","bharatviswa504"
239,"HDDS-2596. Remove unused private method ""createPipeline""","swagle"
23,"HDDS-1868. Ozone pipelines should be marked as ready only after the leader election is complete.","swagle"
23,"HDDS-1868. Ozone pipelines should be marked as ready only after the leader election is complete.","mukul1987"
23,"HDDS-1868. Ozone pipelines should be marked as ready only after the leader election is complete.","vivekratnavel"
23,"HDDS-1868. Ozone pipelines should be marked as ready only after the leader election is complete.","elek"
23,"HDDS-1868. Ozone pipelines should be marked as ready only after the leader election is complete.","nandakumar131"
240,"HDDS-2597. Remove toString() as log calls it implicitly","abhishekaypurohit"
240,"HDDS-2597. Remove toString() as log calls it implicitly","dineshchitlangia"
241,"HDDS-2598. Remove unused private field ""LOG""","abhishekaypurohit"
241,"HDDS-2598. Remove unused private field ""LOG""","dineshchitlangia"
242,"HDDS-2594. S3 RangeReads failing with NumberFormatException.","bharatviswa504"
242,"HDDS-2594. S3 RangeReads failing with NumberFormatException.","dineshchitlangia"
243,"HDDS-2394. Ozone S3 Gateway allows bucket name with underscore to be created","vivekratnavel"
243,"HDDS-2394. Ozone S3 Gateway allows bucket name with underscore to be created","bharatviswa504"
244,"Add comma separated list of compiled classes","vivekratnavel"
244,"Add comma separated list of compiled classes","bharatviswa504"
245,"Update main.yml to skip unit tests","vivekratnavel"
245,"Update main.yml to skip unit tests","bharatviswa504"
246,"Add sonar java classes property in pom.xml","vivekratnavel"
246,"Add sonar java classes property in pom.xml","bharatviswa504"
246,"Add sonar java classes property in pom.xml","adoroszlai"
246,"Add sonar java classes property in pom.xml","swagle"
246,"Add sonar java classes property in pom.xml","mbsharp"
246,"Add sonar java classes property in pom.xml","avijayanhwx"
246,"Add sonar java classes property in pom.xml","abhishekaypurohit"
247,"HDDS-2528. Sonar : code smell category issues in CommitWatcher","supratimdeka"
247,"HDDS-2528. Sonar : code smell category issues in CommitWatcher","bharatviswa504"
247,"HDDS-2528. Sonar : code smell category issues in CommitWatcher","adoroszlai"
248,"HDDS-2602 Make auto creation for RATIS ONE pipeline configurable.","timmylicheng"
248,"HDDS-2602 Make auto creation for RATIS ONE pipeline configurable.","adoroszlai"
248,"HDDS-2602 Make auto creation for RATIS ONE pipeline configurable.","xiaoyuyao"
249,"Reopen HDDS-2034 Async RATIS pipeline creation and destroy through heartbeat commands","ChenSammi"
249,"Reopen HDDS-2034 Async RATIS pipeline creation and destroy through heartbeat commands","elek"
249,"Reopen HDDS-2034 Async RATIS pipeline creation and destroy through heartbeat commands","xiaoyuyao"
249,"Reopen HDDS-2034 Async RATIS pipeline creation and destroy through heartbeat commands","bharatviswa504"
249,"Reopen HDDS-2034 Async RATIS pipeline creation and destroy through heartbeat commands","adoroszlai"
24,"HDDS-2181. Ozone Manager should send correct ACL type in ACL requests to Authorizer","vivekratnavel"
24,"HDDS-2181. Ozone Manager should send correct ACL type in ACL requests to Authorizer","xiaoyuyao"
24,"HDDS-2181. Ozone Manager should send correct ACL type in ACL requests to Authorizer","bharatviswa504"
250,"HDDS-2608. Provide command to wait until SCM is out from the safe-mode","elek"
250,"HDDS-2608. Provide command to wait until SCM is out from the safe-mode","anuengineer"
250,"HDDS-2608. Provide command to wait until SCM is out from the safe-mode","adoroszlai"
251,"HDDS-2595. Update Ratis version to latest snapshot version","elek"
251,"HDDS-2595. Update Ratis version to latest snapshot version","hanishakoneru"
251,"HDDS-2595. Update Ratis version to latest snapshot version","arp7"
251,"HDDS-2595. Update Ratis version to latest snapshot version","adoroszlai"
251,"HDDS-2595. Update Ratis version to latest snapshot version","lokeshj1703"
252,"Add build step","vivekratnavel"
252,"Add build step","bharatviswa504"
253,"HDDS-2587. Enable sonarcloud measurement as part of CI builds","elek"
253,"HDDS-2587. Enable sonarcloud measurement as part of CI builds","vivekratnavel"
253,"HDDS-2587. Enable sonarcloud measurement as part of CI builds","anuengineer"
254,"HDDS-2591. No tailMap needed for startIndex 0 in ContainerSet#listContainer","adoroszlai"
254,"HDDS-2591. No tailMap needed for startIndex 0 in ContainerSet#listContainer","bharatviswa504"
254,"HDDS-2591. No tailMap needed for startIndex 0 in ContainerSet#listContainer","dineshchitlangia"
255,"HDDS-2603. Avoid unnecessary boxing in XceiverClientReply","adoroszlai"
255,"HDDS-2603. Avoid unnecessary boxing in XceiverClientReply","xiaoyuyao"
255,"HDDS-2603. Avoid unnecessary boxing in XceiverClientReply","dineshchitlangia"
256,"HDDS-2605. Use LongSupplier to avoid boxing","adoroszlai"
256,"HDDS-2605. Use LongSupplier to avoid boxing","swagle"
256,"HDDS-2605. Use LongSupplier to avoid boxing","dineshchitlangia"
257,"HDDS-2573. Handle InterruptedException in KeyOutputStream.","avijayanhwx"
257,"HDDS-2573. Handle InterruptedException in KeyOutputStream.","cxorm"
257,"HDDS-2573. Handle InterruptedException in KeyOutputStream.","anuengineer"
257,"HDDS-2573. Handle InterruptedException in KeyOutputStream.","elek"
258,"HDDS-2510. Use isEmpty() to check whether the collection is empty or not in Ozone Manager module","avijayanhwx"
258,"HDDS-2510. Use isEmpty() to check whether the collection is empty or not in Ozone Manager module","bharatviswa504"
258,"HDDS-2510. Use isEmpty() to check whether the collection is empty or not in Ozone Manager module","adoroszlai"
259,"HDDS-2619. Fix Sonar issues in ReconTaskControllerImpl.","avijayanhwx"
259,"HDDS-2619. Fix Sonar issues in ReconTaskControllerImpl.","elek"
259,"HDDS-2619. Fix Sonar issues in ReconTaskControllerImpl.","adoroszlai"
25,"HDDS-2194. Replication of Container fails with ""Only closed containers could be exported""","bharatviswa504"
25,"HDDS-2194. Replication of Container fails with ""Only closed containers could be exported""","nandakumar131"
25,"HDDS-2194. Replication of Container fails with ""Only closed containers could be exported""","adoroszlai"
260,"HDDS-2609. Move plain unit tests out of integration tests","adoroszlai"
260,"HDDS-2609. Move plain unit tests out of integration tests","arp7"
261,"HDDS-2610. Fix the ObjectStore#listVolumes failure when argument is null","cxorm"
261,"HDDS-2610. Fix the ObjectStore#listVolumes failure when argument is null","arp7"
261,"HDDS-2610. Fix the ObjectStore#listVolumes failure when argument is null","adoroszlai"
261,"HDDS-2610. Fix the ObjectStore#listVolumes failure when argument is null","bharatviswa504"
262,"HDDS-2459. Change the ReplicationManager to consider decommission and maintenance states","sodonnel"
262,"HDDS-2459. Change the ReplicationManager to consider decommission and maintenance states","adoroszlai"
262,"HDDS-2459. Change the ReplicationManager to consider decommission and maintenance states","elek"
263,"HDDS-2620. Fix listMultipartupload API.","bharatviswa504"
263,"HDDS-2620. Fix listMultipartupload API.","smengcl"
263,"HDDS-2620. Fix listMultipartupload API.","elek"
264,"HDDS-2622. Add config parameter for setting limit on total bytes of pending requests in Ratis.","hanishakoneru"
264,"HDDS-2622. Add config parameter for setting limit on total bytes of pending requests in Ratis.","lokeshj1703"
